,year,freq,tokens,rate,exp_freq,poisson_prob
0,0,0,233468,0.0,0.0723925434308817,0.06983430629564391
1,25,0,52493,0.0,0.016276756481904468,0.01614500587383827
2,50,0,70093,0.0,0.02173407296375002,0.021499589830076382
3,75,0,222474,0.0,0.06898358107852885,0.0666579955785267
4,100,0,664783,0.0,0.20613245583810982,0.1862747135204279
5,125,0,298449,0.0,0.09254151401649566,0.08838863447035705
6,150,1,1651651,6.054547843339786e-07,0.5121353536679938,0.09390630330031369
7,175,0,3042930,0.0,0.9435359114830847,0.6107509510202984
8,200,1,7104426,1.407573250815759e-07,2.202903471809777,0.6461371033417725
9,225,5,9410915,5.31297966244515e-07,2.918087587428838,0.0758860571630533
10,250,9,6902429,1.3038888194286388e-06,2.1402692924129956,8.080413068356496e-05
11,275,7,11414520,6.132539957878211e-07,3.539355007292938,0.0282860442831242
12,300,4,24368097,1.6414905111383953e-07,7.555932806210863,0.871963647361877
13,325,0,12977674,0.0,4.024049671376052,0.9821195916543876
14,350,4,20380879,1.96262388879302e-07,6.3195969818863595,0.7554498497618571
15,375,3,18437688,1.6271020531424547e-07,5.717062420995794,0.8217069359272372
16,400,2,14144096,1.4140175519170685e-07,4.385727739863964,0.8131549190482196
17,425,3,19490932,1.53917729536997e-07,6.043646843757439,0.852648653960615
18,450,0,42910701,0.0,13.305527034934459,0.9999983347362438
19,475,3,14176310,2.1162065445803598e-07,4.395716489474542,0.6398050791353763
20,500,13,19394682,6.702868342981854e-07,6.013802144247346,0.0037008299765501906
21,525,2,17923241,1.1158696130906235e-07,5.557545370306249,0.9151161196580556
22,550,9,19921220,4.5177955968560157e-07,6.177068309344959,0.09665223874972106
23,575,10,20076824,4.980867491790534e-07,6.225317188540476,0.05263853997065293
24,600,13,22429658,5.795897556708176e-07,6.954871720770396,0.01218337743874287
25,625,3,19668961,1.525245792088357e-07,6.098849150345307,0.8574013497122956
26,650,6,23160110,2.590661270607091e-07,7.181366478656592,0.5769484118034585
27,675,2,22414398,8.922836116321304e-08,6.950139979320796,0.9692298539453792
28,700,3,16970520,1.7677714059439544e-07,5.262130596675545,0.7698614664872369
29,725,14,63832227,2.1932495007576659e-07,19.792765027273113,0.8868554578624364
30,750,17,35587169,4.777002632606151e-07,11.034684313972907,0.0330215265707805
31,775,4,18004561,2.221659278446167e-07,5.5827606530507765,0.6552313183079843
32,800,11,30191974,3.6433523690766295e-07,9.36177030282116,0.23343205008807155
33,825,6,25937655,2.313239188353766e-07,8.04261318931385,0.6918026498399492
34,850,13,40749532,3.190220687687898e-07,12.635402989266638,0.3869408898146821
35,875,7,16918711,4.1374310371517075e-07,5.246065931356913,0.1603032005688627
36,900,27,34514985,7.822689188478569e-07,10.702227074497277,7.739306776777255e-06
37,925,6,12194984,4.920055655669577e-07,3.7813572260819783,0.08915775873622622
38,950,0,17016893,0.0,5.276509695380809,0.9948897640178903
39,975,8,11742796,6.812687540514201e-07,3.641145122372161,0.01247799200073696
